text,class,mpr
This expanded capacity and stronger activity could further reduce long-term unemployment and underemployment in the labour market.,2,2016-04-13
The procyclical effects of firm and employment creation could provide a small boost to potential output growth.,2,2016-04-13
"However, the size and timing of these effects are highly uncertain.",2,2016-04-13
"Because of the uncertainty associated with these and other factors, the Bank's estimate for potential output growth is presented as a range, with the midpoint of the range averaging about 1.5 per cent over the projection horizon.",2,2016-04-13
Financial conditions for households and businesses in Canada remain highly stimulative.,2,2016-04-13
"While yields on 5-year Government of Canada bonds, as well as the funding costs of Canadian banks, are roughly unchanged since the beginning of the year, long-term mortgage rates have edged down to historical lows.",2,2016-04-13
"In this context, growth in household mortgage credit has remained robust in recent months.",2,2016-04-13
Most firms surveyed in the Bank's spring Business Outlook Survey continue to characterize credit as easy or relatively easy to obtain.,2,2016-04-13
"Indeed, following some slowing in 2015, the growth of business credit appears to have stabilized somewhat above its historical average (5.4 per cent) in recent months.",2,2016-04-13
"Nevertheless, firms directly or indirectly exposed to the energy sector reported a tightening in credit conditions.",2,2016-04-13
"Similarly, the further tightening in business-lending conditions reported by the Bank's Senior Loan Officer Survey was concentrated in the oil and gas sector.",2,2016-04-13
"The prices for oil, natural gas and other commodities remain low, and firms in the oil and gas sector have announced further cuts in their capital spending plans.",2,2016-04-13
"Based on these announcements, the Bank estimates that the level of investment in that sector in 2016 is likely to decline sharply for a second year in a row, to about 60 per cent below its 2014 level.",2,2016-04-13
The sharp decline in investment in the oil and gas sector in 2015 and 2016 is expected to restrain future production.,2,2016-04-13
Growth in energy exports is therefore expected to moderate in the coming years but to remain positive as oil sands projects currently under construction are completed.,2,2016-04-13
Overall growth in commodity exports is expected to remain modest over the projection horizon.,2,2016-04-13
Low prices and competitiveness challenges continue to dampen investment spending in mining.,1,2016-04-13
"However, some non-energy commodity firms face more-favourable conditions.",2,2016-04-13
"For example, lumber exporters should continue to benefit from an improving US housing market, and agricultural production and exports are projected to pick up as global food demand rises.",3,2016-04-13
The reorientation of the Canadian economy toward the non-resource sector is being facilitated by the past depreciation of the Canadian dollar and accommodative financial conditions.,2,2016-04-13
"There are signs that the sequence of increasing foreign demand, strengthening exports and improving business confidence is progressing.",3,2016-04-13
"Looking through monthly volatility, non-commodity exports have recently strengthened and are expected to continue to grow at a solid pace, on average, with growth of US private domestic demand.",3,2016-04-13
"Moreover, the past depreciation of the Canadian dollar has improved the price competitiveness of Canadian products.",2,2016-04-13
"While the timing and magnitude of the benefits of the depreciation differ across industries, several categories of goods exports that are more sensitive to the exchange rate are showing positive momentum.",2,2016-04-13
"Examples include building and packaging materials, furniture and fixtures, paper and published products, and large motor vehicles (e.g., heavy trucks and buses).",2,2016-04-13
"Nevertheless, since the Bank expects that some of the recent strength of non-commodity exports relative to foreign demand is temporary, export growth is projected to be stronger in 2016 than in 2017.",2,2016-04-13
"While non-commodity exports are expected to increase solidly, the profile is somewhat lower relative to January's projection, given the downward revision to external demand and the higher assumed level for the Canadian dollar.",2,2016-04-13
Findings from the Bank's spring Business Outlook Survey support the outlook for total exports.,2,2016-04-13
More than half of the firms surveyed reported that US demand is providing a boost to their sales outlook.,3,2016-04-13
"This includes firms already exporting to the United States, those in the process of refocusing their efforts to regain market share abroad and those developing new sales opportunities.",2,2016-04-13
"As non-commodity exports strengthen, the absorption of existing capacity in the sector is expected to encourage investment.",3,2016-04-13
"Consequently, business investment is projected to expand starting in the second half of this year as capital expenditures in the non-resource sector pick up, more than offsetting the drag from lower investment in the resource sector.",3,2016-04-13
"Since a large share of investment goods are foreign-sourced, this strengthening of investment is expected to lead to an increase in imports.",2,2016-04-13
Sectoral analysis also suggests that conditions for investment in the non-resource sector have generally improved since 2014.,3,2016-04-13
Rates of manufacturing capacity utilization for many industries in export categories that are more sensitive to the exchange rate have risen close to their historical highs.,2,2016-04-13
"As demand - both foreign and domestic - increases, these industries will need to invest in factories and machinery and equipment to expand production.",2,2016-04-13
"In addition, for many exporters, the exchange rate depreciation has boosted margins and cash flow denominated in Canadian dollars, providing funding for them to expand their investment spending.",2,2016-04-13
"There are increasingly tangible signs that businesses exposed to foreign markets, including those in service industries such as tourism and information technology, intend to boost investment to take advantage of solid foreign demand.",2,2016-04-13
"Meanwhile, although the population of firms in the mining, oil and gas industries has declined by 7.1 per cent since oil prices peaked in the middle of 2014, the number of firms in the rest of the economy has increased by 1.5 per cent.",2,2016-04-13
"Overall, investment outside the resource sector is expected to strengthen.",3,2016-04-13
The timing of this pickup remains uncertain as firms remain cautious: results of the spring Business Outlook Survey suggest that some firms continue to wait for signs of a sustained pickup in demand before increasing investment.,2,2016-04-13
The fiscal measures included in the March 2016 federal budget amount to roughly $25 billion of additional spending over the next two years.,2,2016-04-13
"Specifically, the federal government will spend about $11 billion over this period on infrastructure investments and $12 billion on measures for households, including the new Canada Child Benefit.",2,2016-04-13
"Several other spending measures, such as environmental projects, programs to improve the socioeconomic conditions of indigenous peoples, and the construction and renovation of affordable housing, are also notable for their likely impact on GDP.",2,2016-04-13
The impact of fiscal policy on economic activity depends on its multiplier effect - how much the level of output increases for every additional dollar of government stimulus.,2,2016-04-13
"Multipliers vary according to the type of fiscal measure, which can be broadly divided into infrastructure investment, other government spending, and tax and transfer measures.",2,2016-04-13
"Government infrastructure investment tends to have a larger multiplier effect than other measures, since it often generates broader spillovers to the economy beyond the direct spending effects.",2,2016-04-13
" The near-term impact on the economy of transfers and taxes, in contrast, may be smaller if households choose to save the additional income or use it to purchase goods and services from abroad.",2,2016-04-13
The effects of the recently announced fiscal measures will begin to be felt in 2016 and will build through 2017.,2,2016-04-13
"Analysis suggests that incorporating these new measures, as well as the recent measures introduced at the provincial level, into the projection results in a contribution to GDP growth of government spending of 0.5 percentage points in 2016 and 0.6 percentage points in 2017.",2,2016-04-13
"Household expenditures are projected to grow at a moderate pace over the projection period, restrained by the ongoing effect of the decline in Canada's terms of trade.",2,2016-04-13
"While the terms of trade improved substantially in the 10-year period before oil prices began to decrease in the middle of 2014, about half of those gains have now been lost.",2,2016-04-13
 This represents a drop of more than $60 billion in national income.,1,2016-04-13
"The resulting adverse effect on wealth and income is being partially offset by strengthening employment in the non-resource sector and the recently announced federal fiscal measures (notably, the new Canada Child Benefit).",2,2016-04-13
"In recent data, the adjustment to the decline in commodity prices is evident in a comparison of employment, retail sales and housing activity across regions, with households in the oil-producing provinces cutting expenditures sharply.",2,2016-04-13
"In the housing market, new construction and activity in the resale market are strong in British Columbia and Ontario, while there are declines in housing activity in the oil-producing provinces and relative stability in Quebec and the Maritime provinces.",2,2016-04-13
"The strength in British Columbia and Ontario appears, in part, to reflect local demand stimulated by employment growth.",2,2016-04-13
The shift in interprovincial migration in response to the oil price shock is reinforcing the regional divergence in housing market activity as workers leave the oil-producing provinces for Ontario and British Columbia.,2,2016-04-13
The strength of housing demand in Ontario and British Columbia is contributing strongly to growth in residential mortgage credit.,3,2016-04-13
"As a result, the overall ratio of household debt to disposable income has edged higher.",2,2016-04-13
"On an average annual basis, real GDP is expected to grow by 1.7 per cent in 2016, 2.3 per cent in 2017 and 2.0 per cent in 2018.",2,2016-04-13
"This projection has been revised up slightly from January, reflecting stronger government expenditures associated with the recently announced fiscal measures that more than offset the drag associated with weaker foreign demand and a stronger dollar, a more severe contraction of business investment in the oil and gas sector, and weaker trend productivity growth.",3,2016-04-13
"In view of these revisions and the downward revision to the Bank's assessment of potential output growth, the Bank now projects that the output gap will close sometime in the second half of 2017, somewhat earlier than anticipated in January.",2,2016-04-13
"Given the uncertainty around the estimates of the output gap, the projection for the timing of the economy's return to full potential is highly imprecise.",2,2016-04-13
"On its own, uncertainty associated with the estimate of the output gap at the start of the projection implies considerable uncertainty about the timing of the return of economic activity to full potential.",2,2016-04-13
Other factors also contribute to uncertainty regarding the trajectory of the output gap.,2,2016-04-13
Total CPI inflation is expected to remain below 2 per cent through 2016 as disinflationary pressures associated with weak consumer energy prices and excess capacity in the Canadian economy more than offset the inflationary effects of exchange rate pass-through.,2,2016-04-13
The Bank estimates that the upward pressure on total CPI inflation from exchange rate pass-through peaked in the fourth quarter of 2015 (adding about 0.9 to 1.1 percentage points to total inflation) and will gradually fade through 2016.,2,2016-04-13
"Total CPI inflation is expected to remain at 2 per cent on a sustained basis after the economy stabilizes at full capacity, although the timing is highly uncertain given the ongoing complex economic adjustments.",2,2016-04-13
Core inflation is expected to remain near 2 per cent throughout the projection period as the upward pressure from exchange rate pass-through roughly offsets downward pressure from excess supply.,2,2016-04-13
"The forecast for total CPI inflation is revised up marginally from January, reflecting revisions to both the projection of the output gap and the impact on inflation of temporary factors.",2,2016-04-13
These factors include a revised view on the evolution of gasoline margins and the recent announcement of a cap-and-trade plan for carbon emissions in Ontario.,2,2016-04-13
 The impact of these developments on inflation will be partly offset by a downward revision to exchange rate pass-through since the assumed level of the Canadian dollar is now higher.,2,2016-04-13
"Overall, inflation is expected to return sustainably to 2 per cent sometime in the second half of 2017, somewhat earlier than anticipated in January.",2,2016-04-13
Medium-term inflation expectations have continued to be well anchored at 2 per cent.,2,2016-04-13
"The March Consensus Economics forecast for total CPI inflation was 1.6 per cent for 2016, likely reflecting weak oil prices at the time of the survey, and 2.0 per cent for 2017.",2,2016-04-13
Results from the Bank's spring Business Outlook Survey indicate that a large majority of firms continue to expect CPI inflation to remain within the Bank's 1 to 3 per cent inflation-control range over the next two years.,2,2016-04-13
"Based on the past dispersion of private sector forecasts, a reasonable range around the base-case projection for total CPI inflation is ±0.3 percentage points.",2,2016-04-13
This range is intended to convey a sense of forecast uncertainty.,2,2016-04-13
"A fan chart, which is derived using statistical analysis of the Bank's forecast errors, provides a complementary perspective.",2,2016-04-13
The outlook for inflation is subject to several risks emanating from both the external environment and the domestic economy.,2,2016-04-13
The Bank judges that the risks to the projected path for inflation are roughly balanced.,2,2016-04-13
"While the outlook for actual and potential GDP growth in the United States has been revised downward, it is possible that this reflects an overly cautious interpretation of labour force and productivity trends.",1,2016-04-13
Productivity in the United States may rise more than expected if the persistent weakness in US growth contains a larger-than-estimated cyclical element.,3,2016-04-13
"In particular, the ongoing economic recovery could lead to an acceleration in firm creation, greater adoption of new technologies and more innovation.",3,2016-04-13
"As well, the ongoing strength in the US labour market and the creation of new businesses may draw discouraged workers back into the labour force.",3,2016-04-13
"Any of these developments would raise the potential growth rate of the US economy, boosting actual GDP growth.",3,2016-04-13
Stronger US economic growth could have positive spillovers to Canada from increased demand for Canadian exports and improved global confidence.,3,2016-04-13
"Canadian exports have recently shown renewed momentum, outpacing foreign demand.",3,2016-04-13
"The Bank's projection for exports nevertheless remains conservative and assumes that some of the recent strength is transitory, given the uncertain timing of the impact of past exchange rate depreciation.",2,2016-04-13
"However, the recent strength in exports could indicate that the effect of the dollar's depreciation is more positive.",2,2016-04-13
Firms may have begun to use their better pricing position to increase their share of foreign markets.,2,2016-04-13
"In such a scenario, the recent momentum in exports may prove more durable than assumed in the Bank's base-case projection, especially as US and global demand strengthen.",2,2016-04-13
Exports could continue to outpace foreign demand for some time as firms take advantage of the new environment.,2,2016-04-13
Canadian household spending has underpinned economic activity and is expected to continue to do so over the projection horizon.,2,2016-04-13
"In the wake of the terms-of-trade shock, consumer confidence declined significantly, primarily reflecting the deterioration of sentiment in the energy-producing regions.",1,2016-04-13
"As the effect of the shock on incomes builds, the weakness in confidence may diffuse more broadly.",2,2016-04-13
"At the same time, households have become more indebted, which may cause them to be more prudent and save more than expected, based on historical experience.",2,2016-04-13
Considerable uncertainty remains about whether energy producers and related firms will be able to maintain their activity levels at current low prices.,2,2016-04-13
"While there are upside risks to energy prices over the medium term, the longer these low prices persist, the more likely that firms will be forced to restrict production, employment and investment spending more than currently anticipated, with associated negative consequences for energy-producing regions and the broader economy.",2,2016-04-13
"Growth could be slower than expected in some EMEs, particularly commodity exporters, because some of those already in recession could face renewed stresses and some additional countries could come under pressure.",1,2016-04-13
"Further tightening of US monetary policy could trigger large capital outflows, tighter credit conditions and debt risks in EMEs that have issued significant amounts of corporate debt denominated in US dollars.",1,2016-04-13
"Important structural reforms, which are necessary to expand potential output growth, could also be delayed.",2,2016-04-13
"In addition, China's financial system could come under stress from the anticipated buildup of financial imbalances as authorities put greater emphasis on short-term growth, which could generate broader spillovers to economic activity.",2,2016-04-13
"Slower growth in China or other EMEs could affect Canada through several channels, including lower commodity prices, weaker export sales, increased uncertainty and financial market volatility.",1,2016-04-13
"The world economy is expected to gather strength following a weak start to 2016, particularly in the United States and China.",2,2016-07-13
"The broad growth profile remains consistent with that of the April Monetary Policy Report, although the Bank's projections have been marked down modestly, mainly in view of the foreseeable macroeconomic effects of the UK referendum vote to exit from the European Union .",2,2016-07-13
"Overall, global economic growth is expected to rise from about 3 per cent this year to 3 1/2 per cent in 2017-18.",2,2016-07-13
"Considerable uncertainty surrounds the Brexit process, however, as well as its outcome and the broader political ramifications.",2,2016-07-13
This uncertainty is likely to weigh on the decisions of businesses and households for some time to come.,2,2016-07-13
The result of the UK referendum triggered a sharp but orderly repricing of a number of asset classes in global financial markets.,2,2016-07-13
"Safe-haven flows contributed to exchange rate movements, notably an appreciation of the US dollar and the yen against the pound and the euro.",2,2016-07-13
"Yields on highly rated government bonds fell to record lows as a result of the flight to safety, as well as on expectations that central bank actions will lead to a longer period of accommodative monetary policy.",2,2016-07-13
"The global financial system remained resilient: markets continued to function normally, including funding markets, with movements largely stabilizing in the days following the referendum.",3,2016-07-13
"Market sentiment remains fragile, however, because of ongoing uncertainty about the strength of the global economy.",1,2016-07-13
"US economic activity in early 2016 expanded at a more modest pace than expected, largely indicating a sharper-than-anticipated contraction in business investment in the energy sector.",1,2016-07-13
"Equipment investment outside the energy sector also declined unexpectedly, in large part reflecting the temporary weakness in global demand.",1,2016-07-13
"Nonetheless, incoming data suggest that growth will rebound: job gains have averaged about 150,000 over the past three months, a pace consistent with a falling unemployment rate; initial claims for unemployment insurance have fallen below pre-crisis lows; and both the job openings rate and the growth in the number of establishments have been trending up.",2,2016-07-13
"US economic growth is expected to average around 2 per cent over the projection horizon, with the strong labour market and accommodative monetary policy continuing to support private domestic demand.",2,2016-07-13
High levels of consumer confidence and healthy employment are expected to boost consumption growth above the growth of disposable income.,3,2016-07-13
"While uncertainty associated with Brexit may weigh on confidence and cloud the outlook for business prospects, investment is expected to pick up in the second half of 2016 as the drag from energy investment and the strong US dollar diminishes, domestic demand remains solid and global growth improves.",3,2016-07-13
"Growth in the euro area has been marked down beyond 2016 in light of the UK referendum result, which is likely to lead to weaker confidence, tighter credit conditions and reduced bilateral trade.",1,2016-07-13
"In Japan, authorities have announced additional fiscal stimulus, including a delay in a sales tax hike in response to ongoing weakness in private demand growth.",1,2016-07-13
Both the European Central Bank and the Bank of Japan have continued to implement unconventional monetary policy measures to support growth.,2,2016-07-13
"Economic growth in the euro area and Japan is expected to average around 1 1/2 per cent and less than 1 per cent, respectively, over the projection horizon.",2,2016-07-13
"Growth in both regions continues to be tempered by weak investment and structural factors, including labour market rigidities.",2,2016-07-13
"Economic growth in China slowed more sharply in early 2016 than expected in April, to around 4.5 per cent (quarter-over-quarter annualized).",1,2016-07-13
"The slowdown was primarily the result of weakness in net exports and, to a lesser extent, a drag from softer investment in fixed assets in the manufacturing sector - in part because of the ongoing restructuring in industries with excess capacity, such as steel.",1,2016-07-13
"However, strong credit growth in the early part of the year and additional fiscal stimulus are expected to support growth in the second half of 2016.",2,2016-07-13
"Residential investment has been stronger than expected, suggesting more underlying momentum.",2,2016-07-13
"Growth in China is projected to stabilize at around 6 1/2 per cent over the 2016-18 period, although rising corporate debt is exacerbating financial vulnerabilities.",2,2016-07-13
"Among other oil-importing emerging-market economies , conditions in the first half of the year in certain distressed economies (notably Brazil) improved by more than expected.",2,2016-07-13
"Growth in oil-importing EMEs is expected to pick up over 2017-18 as progress is made on structural reforms, particularly the removal of regulatory obstacles to growth.",2,2016-07-13
"This growth profile is now expected to be softer than in April, however, especially in light of recent increases in oil prices.",1,2016-07-13
The projection for growth in the rest-of-the-world  grouping has been revised down significantly since April.,1,2016-07-13
"In some oil-exporting EMEs, the adjustment to low oil prices has been more severe and protracted than previously anticipated, notwithstanding the recent increase in oil prices.",2,2016-07-13
Growth is expected to recover as the adjustment in these economies progresses.,2,2016-07-13
There is gathering evidence that the needed supply-demand adjustment in the global oil market is progressing.,2,2016-07-13
"In this context, the upside risks to oil prices identified in previous Reports have already partially materialized: the price assumption has risen by about US$10 per barrel relative to the April Report, although this increase was also partly a result of temporary supply disruptions.",2,2016-07-13
"By convention, the Bank assumes that oil prices will remain near their recent average levels: US$50, US$49 and US$36 per barrel, respectively, for Brent, West Texas Intermediate and Western Canada Select.",2,2016-07-13
"The substantial reductions in investment since 2014, coupled with rising demand, continue to pose an upside risk to prices over the projection horizon, although ongoing cost-cutting initiatives and technological advances limit this upside potential.",2,2016-07-13
The projected stability of the non-energy commodity price index masks divergent pressures on component prices.,2,2016-07-13
"Lumber prices are expected to be a source of strength, benefiting from stronger housing markets in the United States and China.",2,2016-07-13
"In contrast, there is the potential for downward pressure on base metals prices as several new mining projects come on line globally.",2,2016-07-13
"The projected path of the Bank's foreign activity measure, which is an indicator of demand for Canadian exports, has been revised down to reflect a less-favourable composition of US economic activity, in particular, weaker business investment.",2,2016-07-13
Growth in the foreign activity measure improves starting in the second half of 2016 as a result of the anticipated rebound in US business investment.,2,2016-07-13
"By convention, the Canadian dollar is assumed to be close to its recent average of 77 cents, similar to the assumption of 76 cents in April.",2,2016-07-13
The Canadian economy continues to adjust to low commodity prices.,2,2016-07-13
The reallocation of investment and employment from the resource sector to the non-resource sector is progressing.,2,2016-07-13
"Starting in the second half of 2016, real GDP is expected to increase at a rate that exceeds potential growth, driven by solid US domestic demand growth and federal infrastructure spending and other fiscal measures.",2,2016-07-13
The outlook for real GDP is also supported by accommodative monetary and financial conditions and the past depreciation of the Canadian dollar.,2,2016-07-13
"While the fundamental elements of the growth projection are similar to those presented in April, the forecast for real GDP growth has been revised down.",2,2016-07-13
Downward revisions to investment and exports more than offset the positive economic effects of the recent increase in oil prices.,2,2016-07-13
"The output gap is expected to close somewhat later than forecast in April, toward the end of 2017.",2,2016-07-13
The Bank expects inflation to average close to 2 per cent throughout 2017 as the output gap narrows.,2,2016-07-13
"Economic growth has been uneven in recent quarters, fluctuating around the rate of potential output growth.",2,2016-07-13
This volatility mainly reflects an uneven timing of trade flows and household expenditures.,2,2016-07-13
Economic activity expanded by 2.4 per cent in the first quarter of 2016 but is estimated to have contracted by 1.0 per cent in the second quarter.,2,2016-07-13
"The quarterly variability is exacerbated by the economic effects of the devastating wildfires in Alberta, which are estimated to have subtracted about 1 percentage point from GDP growth in the second quarter.",2,2016-07-13
A marked rebound is expected in the third quarter as oil production resumes and the rebuilding effort gets under way in the Fort McMurray area.,2,2016-07-13
"Also contributing to the rebound are the new Canada Child Benefit, which lends support to consumption, and a boost from government infrastructure spending.",2,2016-07-13
"Average growth over the second and third quarters is estimated to be about 1 1/4 per cent, softer than anticipated in the April Report.",2,2016-07-13
Estimates from the Bank's two measures of economic slack (the structural and statistical approaches) point to material excess capacity.,2,2016-07-13
"Similarly, firms participating in the Bank's summer Business Outlook Survey reported that pressures on production capacity and the incidence of labour shortages continue to be low.",2,2016-07-13
Labour market indicators suggest continuing slack.,1,2016-07-13
"For instance, youth participation rates are near their post-recession lows, and wage growth remains subdued, particularly in industries that produce goods.",1,2016-07-13
"Looking through the temporary weakness associated with the Alberta wildfires, the Bank judges that the excess capacity in the economy in the second quarter was between about 1 per cent and 2 per cent.",2,2016-07-13
Total CPI inflation remains in the lower half of the Bank's inflation-control range.,2,2016-07-13
Downward pressure from low consumer energy prices and persistent excess capacity are being partially offset by the temporary boost from the pass-through of the earlier exchange rate depreciation.,2,2016-07-13
Most measures of core inflation remain close to 2 per cent but would be lower without the effect of exchange rate pass-through.,2,2016-07-13
"The near-term outlook for inflation has been revised up, reflecting firmer-than-assumed oil prices.",2,2016-07-13
The expansion of activity in the non-resource sector will assert itself as the dominant trend in the second half of 2016 as the drag from declining investment in the energy sector wanes.,2,2016-07-13
"Increased foreign demand and fiscal spending, as well as the effects of the past depreciation of the Canadian dollar, are expected to lift real GDP growth.",2,2016-07-13
"In addition, monetary and financial conditions remain accommodative and the yield curve has flattened, in line with recent developments in global financial markets.",2,2016-07-13
"Real GDP is expected to grow by 1.3 per cent in 2016, 2.2 per cent in 2017 and 2.1 per cent in 2018.",2,2016-07-13
This projection for GDP growth is marked down from April.,1,2016-07-13
"A more subdued investment profile, reflecting (in roughly equal parts) a downward revision to historical data and heightened caution in the face of uncertain demand prospects, lowers the trajectory of both real GDP and potential output.",1,2016-07-13
"In addition, exports have been revised down in response to relatively weaker foreign demand, exacerbated by the effects on trade of the UK referendum.",1,2016-07-13
"These downward revisions are partially offset by higher oil prices, which result in a modest rebound in Canada's terms of trade and a boost in real gross domestic income and consumption.",2,2016-07-13
The restructuring of the resource sector in response to low commodity prices is proceeding.,2,2016-07-13
Firms in the oil and gas sector have significantly reduced investment and employment.,2,2016-07-13
"Capital spending plans suggest that the contraction of investment spending in the oil and gas sector will be nearly complete by the end of the year, at which time the level of investment in that sector will be about 60 per cent below its 2014 level.",2,2016-07-13
"Other aspects of the restructuring, such as the shifting of employment opportunities across regions, are likely to continue for some time.",2,2016-07-13
Oil prices remain below the full-cycle break-even cost for many producers.,2,2016-07-13
"In particular, prices remain below levels at which new investment projects in the oil sands are likely to be profitable, even with the recent increase.",2,2016-07-13
"Nevertheless, oil sands production should continue to increase modestly as previously committed projects are completed and come on line.",2,2016-07-13
Growth in non-energy commodity exports is expected to remain subdued.,1,2016-07-13
"Prices for base metals remain low, and excess supply and competitiveness challenges will persist in dampening production and investment spending in the sector.",2,2016-07-13
"At the same time, conditions are more favourable for some other non-energy commodities: exports of building materials should continue to strengthen as the US housing market keeps on expanding, and agricultural production and exports will benefit from increasing global food demand.",2,2016-07-13
"An important aspect of the ongoing adjustment to lower commodity prices is the sequence of stronger non-commodity exports leading to increased investment, net firm creation and a rise in employment opportunities.",2,2016-07-13
"This sequence is progressing, albeit unevenly.",2,2016-07-13
Recent monthly data on goods exports have disappointed.,1,2016-07-13
"Looking through the monthly volatility, the Bank projects that the steady trend increase in non-commodity exports since the 2009 trough will continue.",2,2016-07-13
Non-commodity exports are expected to exceed the pre-recession peak starting next year.,2,2016-07-13
Solid foreign demand and the past depreciation of the Canadian dollar will continue to support non-commodity exports.,2,2016-07-13
"The profile for non-commodity exports has nevertheless been revised down, reflecting in part an unexpected but temporary slowdown in US investment earlier this year.",2,2016-07-13
"Non-commodity export growth is expected to be slightly stronger in 2017-18, but the level of non-commodity exports remains somewhat lower at the end of 2018.",2,2016-07-13
"The projected growth profile for non-commodity exports relies on historical relationships between non-commodity exports, foreign demand and the value of the Canadian dollar.",2,2016-07-13
The prolonged period of disappointing global growth and weak demand for Canadian exports caused some firms to exit and a permanent loss of capacity.,2,2016-07-13
"As a result, the response of exports to improving demand and competitiveness may take longer to materialize should investment in new capacity be required.",2,2016-07-13
"In addition, the timing and magnitude of the benefits from the dollar's earlier depreciation will vary across industries and will depend on the competitive position of other countries.",2,2016-07-13
Some of the more exchange-rate-sensitive categories of exports have been strengthening.,2,2016-07-13
 The results of the spring 2016 EDC Trade Confidence Index Survey published by Export Development Canada and the Bank's summer Business Outlook Survey provide corroborating evidence of tangible positive effects of the lower dollar for Canadian exporters.,2,2016-07-13
"Firms in the service industry that participated in the BOS anticipate robust sales, since many of them are benefiting from increasing foreign demand.",2,2016-07-13
"Improved exports are expected to lead to more business investment, net firm creation and hiring.",3,2016-07-13
"The latest data on the population of firms show encouraging growth of 2 per cent (year-over-year) in the first quarter of 2016, reflecting both an increase in the number of new firms and a decrease in the number of exiting firms.",2,2016-07-13
"As well, capacity pressures have increased in much of the manufacturing sector, and financing conditions remain favourable.",3,2016-07-13
"In addition, the past depreciation of the dollar has boosted margins and cash flow denominated in Canadian dollars, providing funding to expand investment spending.",3,2016-07-13
"These supportive business conditions have not yet translated into strong investment, likely because of uncertainty over future demand prospects and structural challenges.",2,2016-07-13
"Consequently, the projection for investment growth has been marked down since April, with a small negative impact on potential output.",1,2016-07-13
"Nevertheless, as both foreign and domestic demand increase, industries outside the resource sector will need to invest to expand production.",2,2016-07-13
"By the end of the year, non-resource investment is expected to dominate, resulting in an expansion of total business investment, and contribute to rebuilding capacity and increasing potential output.",2,2016-07-13
"Over the projection horizon, investment in machinery and equipment as a share of output should begin to recover.",2,2016-07-13
"Consumption is projected to grow at a moderate pace, supported by continued employment growth in the non-resource sector and federal fiscal measures (notably, the Canada Child Benefit).",2,2016-07-13
"A comparison of employment and retail sales across regions illustrates divergent adjustments to low oil prices, with households in the energy-producing provinces cutting expenditures sharply.",2,2016-07-13
"Over the projection horizon, real GDI is expected to rise with real GDP.",2,2016-07-13
"While household expenditures will continue to be restrained by the ongoing wealth and income effects of the past decline in Canada's terms of trade, the impact is expected to gradually diminish.",2,2016-07-13
"In the housing market, new construction and resale activity remain robust in British Columbia and Ontario, supported by strong demand, in part attributable to population and employment growth.",2,2016-07-13
"The same factors are fuelling house price increases in these regions, particularly the greater Vancouver and Toronto areas.",2,2016-07-13
"Sharply rising prices in these markets over the past year raise the possibility that prices are also being driven by self-reinforcing expectations, making them more sensitive to an adverse shock to housing demand.",2,2016-07-13
"In contrast, housing activity and house prices in the energy-producing provinces have declined; elsewhere in the country, housing growth has been modest, with most markets appearing balanced.",2,2016-07-13
"Over the projection horizon, the contribution of residential investment to real GDP growth is anticipated to decrease and household sector vulnerabilities to stabilize.",2,2016-07-13
Real GDP growth is projected to exceed potential output growth from the second half of 2016.,2,2016-07-13
"The output gap is expected to close somewhat later than indicated in April, toward the end of 2017.",2,2016-07-13
The timing of the closing of the gap is highly uncertain and is influenced by downward revisions to both the projection for real GDP and potential output.,2,2016-07-13
"The profile for potential output depends on the projection for investment spending, and both are currently subject to unusual uncertainty as a result of the economy's ongoing complex structural adjustment as well as the difficult-to-forecast effect of Brexit.",2,2016-07-13
Total CPI inflation is projected to remain below 2 per cent through 2016 as disinflationary pressures associated with weak consumer energy prices and excess capacity more than offset the inflationary effects of exchange rate pass-through.,2,2016-07-13
"The effects of these factors will gradually dissipate, and total CPI inflation is expected to average close to 2 per cent in 2017 as the output gap narrows.",2,2016-07-13
"The near-term forecast for total CPI inflation is revised up from April, reflecting higher oil prices and some temporary factors.",2,2016-07-13
These factors include a revised view of the evolution of gasoline prices and tax changes.,2,2016-07-13
Medium-term inflation expectations remain well anchored.,2,2016-07-13
The June Consensus Economics forecast for total CPI inflation is 1.6 per cent in 2016 and 2.1 per cent in 2017.,2,2016-07-13
"Based on the past dispersion of private sector forecasts, a reasonable range around the base-case projection for total CPI inflation is ±0.3 percentage points.",2,2016-07-13
This range is intended to convey a sense of forecast uncertainty.,2,2016-07-13
"A complementary perspective is provided using statistical analysis of the Bank's forecast errors, which suggests that a 50 per cent confidence interval around the base-case projection widens from ±0.3 percentage points in the third quarter of 2016 to ±0.6 percentage points by the end of 2018.",2,2016-07-13
"Over the same period, a 90 per cent confidence band widens from ±0.6 to ±1.5 percentage points.",2,2016-07-13
The outlook for inflation is subject to several risks emanating from both the external environment and the domestic economy.,2,2016-07-13
"Overall, the Bank judges that the risks to the projected path for inflation are roughly balanced.",2,2016-07-13
"However, economic and geopolitical uncertainties have clearly risen in the wake of the Brexit vote.",1,2016-07-13
"While the foreseeable consequences are incorporated into the Bank's base-case projection, there may be wider ramifications that are difficult to forecast at this early stage and are therefore not included.",2,2016-07-13
"Many of the risks mentioned in recent Reports remain important, although two that were identified in April-stronger momentum for Canadian exports and a more pronounced adjustment of the Canadian economy to low energy prices - are now viewed as less likely to materialize.",2,2016-07-13
"Business investment has been unexpectedly weak across a number of advanced economies, including the United States and Canada.",1,2016-07-13
